#{"t_start": 1659809486.244296, "env_id": "Pusher-v1"}
r,l,t
-0.084271,1,10692.852821
-0.083963,1,10704.647089
-0.174935,1,10714.957442
-0.086358,1,10728.26002
-0.094107,1,10744.804153
-0.071523,1,10757.722456
-0.202894,1,10770.181135
-0.17089,1,10784.020976
-0.095717,1,10796.676296
-0.146462,1,10811.389923
-0.144433,1,10822.863831
-0.102218,1,10832.660963
-0.159591,1,10842.384607
-0.111666,1,10852.462003
-0.121754,1,10866.077848
-0.190659,1,10879.324047
-0.218977,1,10891.627228
-0.048019,1,10902.207743
-0.109929,1,10917.371155
-0.176017,1,10928.744259
-0.077276,1,10942.089376
-0.142839,1,10955.475102
-0.155155,1,10969.277196
-0.169287,1,10979.486902
-0.215806,1,10988.380605
-0.141776,1,10999.776824
-0.109575,1,11011.99946
-0.092786,1,11023.715464
-0.123514,1,11033.015568
-0.154676,1,11046.489299
-0.112435,1,11055.814348
-0.219502,1,11065.70323
-0.132083,1,11071.483676
-0.14213,1,11082.198891
-0.085383,1,11094.658362
-0.098488,1,11103.056258
-0.096205,1,11113.180974
-0.152319,1,11122.027541
-0.145462,1,11132.079799
-0.16188,1,11141.847031
-0.1544,1,11151.782604
-0.188858,1,11165.66991
-0.143726,1,11175.342661
-0.150379,1,11184.834043
-0.168057,1,11197.004739
-0.111399,1,11209.922797
-0.144174,1,11222.605517
-0.13577,1,11237.799886
-0.180805,1,11249.292161
-0.116717,1,11260.544852
-0.240942,1,11270.86499
-0.22162,1,11283.352581
-0.166109,1,11295.120681
-0.139609,1,11308.960902
